,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales Availability Report,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Project,Stage,Category,Unit Type,Unit Code,Grand Total (Pricing Structure),Total Finishing Price,Unit Total with Finishing Price,Planned Delivery Date,Actual Delivery Date,Completion Progress, Land Area  (Pricing Structure), Built Area  (Pricing Structure), Basement Area  (Pricing Structure), Uncovered Basement Area  (Pricing Structure), Penthouse Area  (Pricing Structure), Semi Covered Roof Area  (Pricing Structure), Roof Area  (Pricing Structure),Garden / Outdoor Area (Pricing Structure), Garage Area  (Pricing Structure),  Pergola Area  (Pricing Structure), Storage Area  (Pricing Structure), Extra BuiltUp Area  (Pricing Structure),Finishing Specs, Club  (Pricing Structure),,
Palm Hills New Cairo,Palm Hills New Cairo_Phase 5A,PNC-Typical Apartment 2B,Apartment,PNC-77A23-E,"ج.م.‏​18,774,000.00",ج.م.‏​0.00,"ج.م.‏​18,774,000.00",12/31/2027,,0.00,0.00,140.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,PNC-FFA-I,ج.م.‏​0.00,,
Palm Hills New Cairo,Palm Hills New Cairo_Phase 5A,PNC-Typical Apartment 2B,Apartment,PNC-77A41-E,"ج.م.‏​17,863,000.00",ج.م.‏​0.00,"ج.م.‏​17,863,000.00",12/31/2027,,0.00,0.00,135.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,PNC-FFA-I,ج.م.‏​0.00,,
Palm Hills New Cairo,Palm Hills New Cairo_Phase 5A,PNC-Apartment-With Garden  2B,Apartment,PNC-77B03-E,"ج.م.‏​21,017,000.00",ج.م.‏​0.00,"ج.م.‏​21,017,000.00",12/31/2027,,0.00,0.00,140.50,0.00,0.00,0.00,0.00,0.00,57.00,0.00,0.00,0.00,0.00,PNC-FFA-I,ج.م.‏​0.00,,
Palm Hills New Cairo,Palm Hills New Cairo_Phase 5A,PNC-Typical Apartment 2B,Apartment,PNC-77B23-E,"ج.م.‏​18,444,000.00",ج.م.‏​0.00,"ج.م.‏​18,444,000.00",12/31/2027,,0.00,0.00,137.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,PNC-FFA-I,ج.م.‏​0.00,,
Palm Hills New Cairo,Palm Hills New Cairo_Phase 5A,PNC-Typical Apartment 1B,Apartment,PNC-76A51-D,"ج.م.‏​9,469,000.00",ج.م.‏​0.00,"ج.م.‏​9,469,000.00",12/31/2027,,0.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,PNC-FFA-I,ج.م.‏​0.00,,
Badya,Badya-District 6,Badya-Trio D-3 Bed-Garden,Apartment,D6A3-02-0302,"ج.م.‏​11,175,000.00","ج.م.‏​3,030,672.00","ج.م.‏​14,205,672.00",6/30/2030,,,0.00,147.12,0.00,0.00,0.00,0.00,0.00,70.61,0.00,0.00,0.00,0.00,FFAI-BD-D6A3,"ج.م.‏​320,000.00",,
Badya,Badya-District 6,Badya-The Corner C-2 Bed-Penthouse,Apartment,D6A3-02-0653,"ج.م.‏​8,416,000.00","ج.م.‏​2,538,290.80","ج.م.‏​10,954,290.80",6/30/2030,,,0.00,114.56,0.00,0.00,0.00,0.00,28.86,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D6A3,"ج.م.‏​320,000.00",,
Badya,Badya-District 6,Badya-Trio D-2 Bed-Penthouse,Apartment,D6A3-02-0852-M,"ج.م.‏​8,873,000.00","ج.م.‏​2,643,165.40","ج.م.‏​11,516,165.40",6/30/2030,,,0.00,121.85,0.00,0.00,0.00,0.00,21.53,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D6A3,"ج.م.‏​320,000.00",,
Badya,Badya-District 6,Badya-Trio D-3 Bed-Garden,Apartment,D6A3-03-0102-M,"ج.م.‏​11,260,000.00","ج.م.‏​3,030,672.00","ج.م.‏​14,290,672.00",6/30/2030,,,0.00,147.12,0.00,0.00,0.00,0.00,0.00,70.61,0.00,0.00,0.00,0.00,FFAI-BD-D6A3,"ج.م.‏​320,000.00",,
Badya,Badya-District 6,Badya-The Corner C-2 Bed-Typical,Apartment,D6A3-03-0212,"ج.م.‏​8,474,000.00","ج.م.‏​2,577,060.00","ج.م.‏​11,051,060.00",6/30/2030,,,0.00,125.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D6A3,"ج.م.‏​320,000.00",,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Maison Du Nil-G,Villa,JIR-MDN-VLG-7088D,"ج.م.‏​39,237,000.00",ج.م.‏​0.00,"ج.م.‏​39,237,000.00",6/30/2029,,,338.00,196.00,0.00,0.00,41.00,11.00,48.00,0.00,0.00,0.00,0.00,0.00,VL-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Maison Du Nil-G,Villa,JIR-MDN-VLG-7089D,"ج.م.‏​39,237,000.00",ج.م.‏​0.00,"ج.م.‏​39,237,000.00",6/30/2029,,,338.00,196.00,0.00,0.00,41.00,11.00,48.00,0.00,0.00,0.00,0.00,0.00,VL-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Maison Du Nil-G,Villa,JIR-MDN-VLG-7089,"ج.م.‏​39,237,000.00",ج.م.‏​0.00,"ج.م.‏​39,237,000.00",6/30/2029,,,338.00,196.00,0.00,0.00,41.00,11.00,48.00,0.00,0.00,0.00,0.00,0.00,VL-FFI,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B,Cabins,HBLU-CAB-101,"ج.م.‏​19,978,000.00",ج.م.‏​0.00,"ج.م.‏​19,978,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B-M,Cabins,HBLU-CAB-101D-M,"ج.م.‏​19,978,000.00",ج.م.‏​0.00,"ج.م.‏​19,978,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B,Cabins,HBLU-CAB-102,"ج.م.‏​19,978,000.00",ج.م.‏​0.00,"ج.م.‏​19,978,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B-M,Cabins,HBLU-CAB-102D-M,"ج.م.‏​19,978,000.00",ج.م.‏​0.00,"ج.م.‏​19,978,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B,Cabins,HBLU-CAB-103,"ج.م.‏​19,978,000.00",ج.م.‏​0.00,"ج.م.‏​19,978,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B-M,Cabins,HBLU-CAB-103D-M,"ج.م.‏​19,978,000.00",ج.م.‏​0.00,"ج.م.‏​19,978,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B,Cabins,HBLU-CAB-104,"ج.م.‏​19,978,000.00",ج.م.‏​0.00,"ج.م.‏​19,978,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B-M,Cabins,HBLU-CAB-104D-M,"ج.م.‏​19,978,000.00",ج.م.‏​0.00,"ج.م.‏​19,978,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B,Cabins,HBLU-CAB-106,"ج.م.‏​19,978,000.00",ج.م.‏​0.00,"ج.م.‏​19,978,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B-M,Cabins,HBLU-CAB-106D-M,"ج.م.‏​19,978,000.00",ج.م.‏​0.00,"ج.م.‏​19,978,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B,Cabins,HBLU-CAB-109,"ج.م.‏​19,978,000.00",ج.م.‏​0.00,"ج.م.‏​19,978,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B-M,Cabins,HBLU-CAB-109D-M,"ج.م.‏​19,978,000.00",ج.م.‏​0.00,"ج.م.‏​19,978,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B,Cabins,HBLU-CAB-110,"ج.م.‏​19,978,000.00",ج.م.‏​0.00,"ج.م.‏​19,978,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B-M,Cabins,HBLU-CAB-110D-M,"ج.م.‏​20,118,000.00",ج.م.‏​0.00,"ج.م.‏​20,118,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B,Cabins,HBLU-CAB-113,"ج.م.‏​19,978,000.00",ج.م.‏​0.00,"ج.م.‏​19,978,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B-M,Cabins,HBLU-CAB-113D-M,"ج.م.‏​19,978,000.00",ج.م.‏​0.00,"ج.م.‏​19,978,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B,Cabins,HBLU-CAB-115,"ج.م.‏​19,978,000.00",ج.م.‏​0.00,"ج.م.‏​19,978,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B-M,Cabins,HBLU-CAB-115D-M,"ج.م.‏​19,978,000.00",ج.م.‏​0.00,"ج.م.‏​19,978,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B,Cabins,HBLU-CAB-119,"ج.م.‏​20,285,000.00",ج.م.‏​0.00,"ج.م.‏​20,285,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B-M,Cabins,HBLU-CAB-119D-M,"ج.م.‏​20,450,000.00",ج.م.‏​0.00,"ج.م.‏​20,450,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B,Cabins,HBLU-CAB-120,"ج.م.‏​20,285,000.00",ج.م.‏​0.00,"ج.م.‏​20,285,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B-M,Cabins,HBLU-CAB-120D-M,"ج.م.‏​20,285,000.00",ج.م.‏​0.00,"ج.م.‏​20,285,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B-M,Cabins,HBLU-CAB-121D-M,"ج.م.‏​20,285,000.00",ج.م.‏​0.00,"ج.م.‏​20,285,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B,Cabins,HBLU-CAB-122,"ج.م.‏​20,285,000.00",ج.م.‏​0.00,"ج.م.‏​20,285,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B-M,Cabins,HBLU-CAB-122D-M,"ج.م.‏​20,285,000.00",ج.م.‏​0.00,"ج.م.‏​20,285,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B,Cabins,HBLU-CAB-125,"ج.م.‏​19,768,000.00",ج.م.‏​0.00,"ج.م.‏​19,768,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B-M,Cabins,HBLU-CAB-126-M,"ج.م.‏​19,627,000.00",ج.م.‏​0.00,"ج.م.‏​19,627,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B,Cabins,HBLU-CAB-129,"ج.م.‏​19,627,000.00",ج.م.‏​0.00,"ج.م.‏​19,627,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B-M,Cabins,HBLU-CAB-130-M,"ج.م.‏​19,627,000.00",ج.م.‏​0.00,"ج.م.‏​19,627,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B,Cabins,HBLU-CAB-133,"ج.م.‏​19,767,000.00",ج.م.‏​0.00,"ج.م.‏​19,767,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B,Cabins,HBLU-CAB-134,"ج.م.‏​19,767,000.00",ج.م.‏​0.00,"ج.م.‏​19,767,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B-M,Cabins,HBLU-CAB-135-M,"ج.م.‏​19,627,000.00",ج.م.‏​0.00,"ج.م.‏​19,627,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B,Cabins,HBLU-CAB-136,"ج.م.‏​19,627,000.00",ج.م.‏​0.00,"ج.م.‏​19,627,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B-M,Cabins,HBLU-CAB-137-M,"ج.م.‏​19,627,000.00",ج.م.‏​0.00,"ج.م.‏​19,627,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B,Cabins,HBLU-CAB-139,"ج.م.‏​19,627,000.00",ج.م.‏​0.00,"ج.م.‏​19,627,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B-M,Cabins,HBLU-CAB-140-M,"ج.م.‏​19,627,000.00",ج.م.‏​0.00,"ج.م.‏​19,627,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B-M,Cabins,HBLU-CAB-141-M,"ج.م.‏​19,627,000.00",ج.م.‏​0.00,"ج.م.‏​19,627,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B,Cabins,HBLU-CAB-142,"ج.م.‏​19,627,000.00",ج.م.‏​0.00,"ج.م.‏​19,627,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B-M,Cabins,HBLU-CAB-143-M,"ج.م.‏​19,627,000.00",ج.م.‏​0.00,"ج.م.‏​19,627,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B,Cabins,HBLU-CAB-144,"ج.م.‏​19,627,000.00",ج.م.‏​0.00,"ج.م.‏​19,627,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B-M,Cabins,HBLU-CAB-145-M,"ج.م.‏​19,627,000.00",ج.م.‏​0.00,"ج.م.‏​19,627,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B,Cabins,HBLU-CAB-146,"ج.م.‏​19,627,000.00",ج.م.‏​0.00,"ج.م.‏​19,627,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B-M,Cabins,HBLU-CAB-147-M,"ج.م.‏​19,627,000.00",ج.م.‏​0.00,"ج.م.‏​19,627,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Cabins-Lagoon View-1B,Cabins,HBLU-CAB-148,"ج.م.‏​19,627,000.00",ج.م.‏​0.00,"ج.م.‏​19,627,000.00",6/30/2030,,,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,CB-FF,ج.م.‏​0.00,,
Badya,Badya-District 2,Badya-Quad A-3 Bed-Garden,Apartment,D2A8-04-0201-M,"ج.م.‏​12,039,000.00","ج.م.‏​3,347,500.00","ج.م.‏​15,386,500.00",12/30/2030,,,0.00,162.50,0.00,0.00,0.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A8,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Quad A-2 Bed-Garden,Apartment,D2A8-04-0202-M,"ج.م.‏​9,706,000.00","ج.م.‏​2,616,200.00","ج.م.‏​12,322,200.00",12/30/2030,,,0.00,127.00,0.00,0.00,0.00,0.00,0.00,40.50,0.00,0.00,0.00,0.00,FFAI-BD-D2A8,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Quad A-2 Bed-Typical,Apartment,D2A8-04-0213-M,"ج.م.‏​8,879,000.00","ج.م.‏​2,585,300.00","ج.م.‏​11,464,300.00",12/30/2030,,,0.00,125.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A8,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Quad A-2 Bed-Typical,Apartment,D2A8-04-0223-M,"ج.م.‏​8,879,000.00","ج.م.‏​2,585,300.00","ج.م.‏​11,464,300.00",12/30/2030,,,0.00,125.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A8,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Quad A-2 Bed-Typical,Apartment,D2A8-04-0233-M,"ج.م.‏​8,879,000.00","ج.م.‏​2,585,300.00","ج.م.‏​11,464,300.00",12/30/2030,,,0.00,125.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A8,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Quad A-2 Bed-Typical,Apartment,D2A8-04-0243-M,"ج.م.‏​8,879,000.00","ج.م.‏​2,585,300.00","ج.م.‏​11,464,300.00",12/30/2030,,,0.00,125.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A8,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Quad A-2 Bed-Penthouse,Apartment,D2A8-04-0251-M,"ج.م.‏​8,507,000.00","ج.م.‏​2,470,970.00","ج.م.‏​10,977,970.00",12/30/2030,,,0.00,113.50,0.00,0.00,0.00,0.00,21.50,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A8,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Quad A-2 Bed-Penthouse,Apartment,D2A8-04-0252-M,"ج.م.‏​8,879,000.00","ج.م.‏​2,585,300.00","ج.م.‏​11,464,300.00",12/30/2030,,,0.00,119.50,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A8,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Corner D-2 Bed-Garden,Apartment,D2A8-04-0403,"ج.م.‏​8,982,000.00","ج.م.‏​2,554,400.00","ج.م.‏​11,536,400.00",12/30/2030,,,0.00,124.00,0.00,0.00,0.00,0.00,0.00,35.50,0.00,0.00,0.00,0.00,FFAI-BD-D2A8,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Corner D-2 Bed-Typical,Apartment,D2A8-04-0413,"ج.م.‏​8,309,000.00","ج.م.‏​2,554,400.00","ج.م.‏​10,863,400.00",12/30/2030,,,0.00,124.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A8,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Corner D-2 Bed-Typical,Apartment,D2A8-04-0433,"ج.م.‏​8,309,000.00","ج.م.‏​2,554,400.00","ج.م.‏​10,863,400.00",12/30/2030,,,0.00,124.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A8,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Corner D-2 Bed-Typical,Apartment,D2A8-04-0443,"ج.م.‏​8,309,000.00","ج.م.‏​2,554,400.00","ج.م.‏​10,863,400.00",12/30/2030,,,0.00,124.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A8,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Corner D-2 Bed-Penthouse,Apartment,D2A8-04-0453,"ج.م.‏​7,705,000.00","ج.م.‏​2,357,670.00","ج.م.‏​10,062,670.00",12/30/2030,,,0.00,106.50,0.00,0.00,0.00,0.00,26.50,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A8,"ج.م.‏​320,000.00",,
Hacienda West,Hacienda West (1),WST-Pied Dans Leau-3B,Cabins,WST-CAB-B60D,"ج.م.‏​70,695,000.00","ج.م.‏​8,705,850.00","ج.م.‏​79,400,850.00",12/31/2025,,0.00,0.00,127.00,0.00,0.00,0.00,0.00,0.00,102.00,0.00,3.50,0.00,0.00,CBFF-III,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Garden-3B+N,Apartment,JIR-7105-01,"ج.م.‏​22,316,000.00",ج.م.‏​0.00,"ج.م.‏​22,316,000.00",6/30/2029,,,0.00,159.00,0.00,0.00,0.00,0.00,0.00,85.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Garden-2B,Apartment,JIR-7105-02,"ج.م.‏​14,920,000.00",ج.م.‏​0.00,"ج.م.‏​14,920,000.00",6/30/2029,,,0.00,106.00,0.00,0.00,0.00,0.00,0.00,51.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
Palm Hills Jirian,JIRIAN Phase 1,JIR-Nile Horizon B-Garden-2B,Apartment,JIR-7105-03,"ج.م.‏​14,920,000.00",ج.م.‏​0.00,"ج.م.‏​14,920,000.00",6/30/2029,,,0.00,106.00,0.00,0.00,0.00,0.00,0.00,51.00,0.00,0.00,0.00,0.00,AP-FFI,ج.م.‏​0.00,,
