,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales Availability Report,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Project,Stage,Category,Unit Type,Unit Code,Grand Total (Pricing Structure),Total Finishing Price,Unit Total with Finishing Price,Planned Delivery Date,Actual Delivery Date,Completion Progress, Land Area  (Pricing Structure), Built Area  (Pricing Structure), Basement Area  (Pricing Structure), Uncovered Basement Area  (Pricing Structure), Penthouse Area  (Pricing Structure), Semi Covered Roof Area  (Pricing Structure), Roof Area  (Pricing Structure),Garden / Outdoor Area (Pricing Structure), Garage Area  (Pricing Structure),  Pergola Area  (Pricing Structure), Storage Area  (Pricing Structure), Extra BuiltUp Area  (Pricing Structure),Finishing Specs, Club  (Pricing Structure),,
Badya,Badya-District 2,Badya-Duo C-M-3 Bed-Typical,Apartment,D2A7-03-0112-M,"ج.م.‏​11,719,000.00","ج.م.‏​3,459,564.00","ج.م.‏​15,178,564.00",6/30/2030,,,0.00,167.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Duo C-M-2 Bed-Typical,Apartment,D2A7-03-0121-M,"ج.م.‏​8,889,000.00","ج.م.‏​2,716,522.00","ج.م.‏​11,605,522.00",6/30/2030,,,0.00,131.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Duo C-M-3 Bed-Typical,Apartment,D2A7-03-0122-M,"ج.م.‏​11,719,000.00","ج.م.‏​3,459,564.00","ج.م.‏​15,178,564.00",6/30/2030,,,0.00,167.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Duo C-M-2 Bed-Typical,Apartment,D2A7-03-0131-M,"ج.م.‏​8,889,000.00","ج.م.‏​2,716,522.00","ج.م.‏​11,605,522.00",6/30/2030,,,0.00,131.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Duo C-M-2 Bed-Typical,Apartment,D2A7-03-0141-M,"ج.م.‏​8,889,000.00","ج.م.‏​2,716,522.00","ج.م.‏​11,605,522.00",6/30/2030,,,0.00,131.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Duo C-M-2 Bed-Penthouse,Apartment,D2A7-03-0152-M,"ج.م.‏​10,032,000.00","ج.م.‏​2,912,366.20","ج.م.‏​12,944,366.20",6/30/2030,,,0.00,135.02,0.00,0.00,0.00,0.00,21.19,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Duo C1-2 Bed-Garden,Apartment,D2A7-03-0202,"ج.م.‏​10,861,000.00","ج.م.‏​2,773,996.00","ج.م.‏​13,634,996.00",6/30/2030,,,0.00,134.66,0.00,0.00,0.00,0.00,0.00,63.20,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Duo C1-2 Bed-Typical,Apartment,D2A7-03-0211,"ج.م.‏​8,889,000.00","ج.م.‏​2,716,522.00","ج.م.‏​11,605,522.00",6/30/2030,,,0.00,131.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Duo C1-3 Bed-Typical,Apartment,D2A7-03-0212,"ج.م.‏​11,719,000.00","ج.م.‏​3,459,564.00","ج.م.‏​15,178,564.00",6/30/2030,,,0.00,167.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Duo C1-2 Bed-Typical,Apartment,D2A7-03-0221,"ج.م.‏​8,889,000.00","ج.م.‏​2,716,522.00","ج.م.‏​11,605,522.00",6/30/2030,,,0.00,131.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Duo C1-3 Bed-Typical,Apartment,D2A7-03-0222,"ج.م.‏​11,719,000.00","ج.م.‏​3,459,564.00","ج.م.‏​15,178,564.00",6/30/2030,,,0.00,167.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Duo C1-2 Bed-Typical,Apartment,D2A7-03-0231,"ج.م.‏​8,889,000.00","ج.م.‏​2,716,522.00","ج.م.‏​11,605,522.00",6/30/2030,,,0.00,131.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Duo C1-2 Bed-Typical,Apartment,D2A7-03-0241,"ج.م.‏​8,889,000.00","ج.م.‏​2,716,522.00","ج.م.‏​11,605,522.00",6/30/2030,,,0.00,131.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Duo C1-3 Bed-Typical,Apartment,D2A7-03-0242,"ج.م.‏​11,719,000.00","ج.م.‏​3,459,564.00","ج.م.‏​15,178,564.00",6/30/2030,,,0.00,167.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Duo C1-2 Bed-Penthouse,Apartment,D2A7-03-0252,"ج.م.‏​10,032,000.00","ج.م.‏​2,912,366.20","ج.م.‏​12,944,366.20",6/30/2030,,,0.00,135.02,0.00,0.00,0.00,0.00,21.19,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Trio D-3 Bed-Typical,Apartment,D2A7-06-0111,"ج.م.‏​10,370,000.00","ج.م.‏​3,132,230.00","ج.م.‏​13,502,230.00",6/30/2030,,,0.00,152.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Trio D-2 Bed-Typical,Apartment,D2A7-06-0112,"ج.م.‏​8,828,000.00","ج.م.‏​2,619,084.00","ج.م.‏​11,447,084.00",6/30/2030,,,0.00,127.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Trio D-2 Bed-Typical,Apartment,D2A7-06-0122,"ج.م.‏​8,828,000.00","ج.م.‏​2,619,084.00","ج.م.‏​11,447,084.00",6/30/2030,,,0.00,127.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Trio D-2 Bed-Typical,Apartment,D2A7-06-0132,"ج.م.‏​8,828,000.00","ج.م.‏​2,619,084.00","ج.م.‏​11,447,084.00",6/30/2030,,,0.00,127.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Trio D-2 Bed-Typical,Apartment,D2A7-06-0142,"ج.م.‏​8,828,000.00","ج.م.‏​2,619,084.00","ج.م.‏​11,447,084.00",6/30/2030,,,0.00,127.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Trio D-2 Bed-Penthouse,Apartment,D2A7-06-0152,"ج.م.‏​8,905,000.00","ج.م.‏​2,643,165.40","ج.م.‏​11,548,165.40",6/30/2030,,,0.00,121.85,0.00,0.00,0.00,0.00,21.53,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Trio D-3 Bed-Garden,Apartment,D2A7-06-0201-M,"ج.م.‏​12,176,000.00","ج.م.‏​3,296,412.00","ج.م.‏​15,472,412.00",6/30/2030,,,0.00,160.02,0.00,0.00,0.00,0.00,0.00,60.24,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Trio D-3 Bed-Garden,Apartment,D2A7-06-0202-M,"ج.م.‏​11,533,000.00","ج.م.‏​3,030,672.00","ج.م.‏​14,563,672.00",6/30/2030,,,0.00,147.12,0.00,0.00,0.00,0.00,0.00,70.61,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Trio D-3 Bed-Typical,Apartment,D2A7-06-0211-M,"ج.م.‏​10,465,000.00","ج.م.‏​3,132,230.00","ج.م.‏​13,597,230.00",6/30/2030,,,0.00,152.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Trio D-2 Bed-Typical,Apartment,D2A7-06-0212-M,"ج.م.‏​8,909,000.00","ج.م.‏​2,619,084.00","ج.م.‏​11,528,084.00",6/30/2030,,,0.00,127.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Trio D-2 Bed-Typical,Apartment,D2A7-06-0242-M,"ج.م.‏​8,909,000.00","ج.م.‏​2,619,084.00","ج.م.‏​11,528,084.00",6/30/2030,,,0.00,127.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Trio D-3 Bed-Penthouse,Apartment,D2A7-06-0251-M,"ج.م.‏​10,846,000.00","ج.م.‏​3,251,710.00","ج.م.‏​14,097,710.00",6/30/2030,,,0.00,151.07,0.00,0.00,0.00,0.00,22.60,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Trio D-2 Bed-Typical,Apartment,D2A7-06-0322,"ج.م.‏​9,150,000.00","ج.م.‏​2,619,084.00","ج.م.‏​11,769,084.00",6/30/2030,,,0.00,127.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Trio D-2 Bed-Typical,Apartment,D2A7-06-0332,"ج.م.‏​9,150,000.00","ج.م.‏​2,619,084.00","ج.م.‏​11,769,084.00",6/30/2030,,,0.00,127.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Trio D-2 Bed-Typical,Apartment,D2A7-06-0342,"ج.م.‏​9,150,000.00","ج.م.‏​2,619,084.00","ج.م.‏​11,769,084.00",6/30/2030,,,0.00,127.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Trio D-3 Bed-Penthouse,Apartment,D2A7-06-0351,"ج.م.‏​11,142,000.00","ج.م.‏​3,251,710.00","ج.م.‏​14,393,710.00",6/30/2030,,,0.00,151.07,0.00,0.00,0.00,0.00,22.60,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-The Corner C-2 Bed-Garden,Apartment,D2A7-06-0401,"ج.م.‏​10,782,000.00","ج.م.‏​2,705,192.00","ج.م.‏​13,487,192.00",6/30/2030,,,0.00,131.32,0.00,0.00,0.00,0.00,0.00,61.15,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-The Corner C-2 Bed-Garden,Apartment,D2A7-06-0402,"ج.م.‏​10,041,000.00","ج.م.‏​2,577,060.00","ج.م.‏​12,618,060.00",6/30/2030,,,0.00,125.10,0.00,0.00,0.00,0.00,0.00,50.30,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-The Corner C-2 Bed-Typical,Apartment,D2A7-06-0411,"ج.م.‏​9,518,000.00","ج.م.‏​2,705,192.00","ج.م.‏​12,223,192.00",6/30/2030,,,0.00,131.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-The Corner C-2 Bed-Typical,Apartment,D2A7-06-0412,"ج.م.‏​9,011,000.00","ج.م.‏​2,577,060.00","ج.م.‏​11,588,060.00",6/30/2030,,,0.00,125.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-The Corner C-3 Bed-Typical,Apartment,D2A7-06-0413,"ج.م.‏​10,637,000.00","ج.م.‏​3,186,202.00","ج.م.‏​13,823,202.00",6/30/2030,,,0.00,154.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-The Corner C-2 Bed-Typical,Apartment,D2A7-06-0421,"ج.م.‏​9,518,000.00","ج.م.‏​2,705,192.00","ج.م.‏​12,223,192.00",6/30/2030,,,0.00,131.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-The Corner C-2 Bed-Typical,Apartment,D2A7-06-0422,"ج.م.‏​9,011,000.00","ج.م.‏​2,577,060.00","ج.م.‏​11,588,060.00",6/30/2030,,,0.00,125.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-The Corner C-3 Bed-Typical,Apartment,D2A7-06-0423,"ج.م.‏​10,637,000.00","ج.م.‏​3,186,202.00","ج.م.‏​13,823,202.00",6/30/2030,,,0.00,154.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-The Corner C-2 Bed-Typical,Apartment,D2A7-06-0431,"ج.م.‏​9,518,000.00","ج.م.‏​2,705,192.00","ج.م.‏​12,223,192.00",6/30/2030,,,0.00,131.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-The Corner C-2 Bed-Typical,Apartment,D2A7-06-0432,"ج.م.‏​9,011,000.00","ج.م.‏​2,577,060.00","ج.م.‏​11,588,060.00",6/30/2030,,,0.00,125.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-The Corner C-3 Bed-Typical,Apartment,D2A7-06-0433,"ج.م.‏​10,637,000.00","ج.م.‏​3,186,202.00","ج.م.‏​13,823,202.00",6/30/2030,,,0.00,154.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-The Corner C-2 Bed-Typical,Apartment,D2A7-06-0441,"ج.م.‏​9,518,000.00","ج.م.‏​2,705,192.00","ج.م.‏​12,223,192.00",6/30/2030,,,0.00,131.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-The Corner C-2 Bed-Typical,Apartment,D2A7-06-0442,"ج.م.‏​9,011,000.00","ج.م.‏​2,577,060.00","ج.م.‏​11,588,060.00",6/30/2030,,,0.00,125.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-The Corner C-3 Bed-Typical,Apartment,D2A7-06-0443,"ج.م.‏​10,637,000.00","ج.م.‏​3,186,202.00","ج.م.‏​13,823,202.00",6/30/2030,,,0.00,154.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-The Corner C-2 Bed-Penthouse,Apartment,D2A7-06-0452,"ج.م.‏​8,010,000.00","ج.م.‏​2,275,228.80","ج.م.‏​10,285,228.80",6/30/2030,,,0.00,107.91,0.00,0.00,0.00,0.00,8.46,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-The Corner C-2 Bed-Penthouse,Apartment,D2A7-06-0453,"ج.م.‏​8,649,000.00","ج.م.‏​2,538,290.80","ج.م.‏​11,187,290.80",6/30/2030,,,0.00,114.56,0.00,0.00,0.00,0.00,28.86,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Duo C-M-2 Bed-Typical,Apartment,D2A7-06-0511-M,"ج.م.‏​9,389,000.00","ج.م.‏​2,716,522.00","ج.م.‏​12,105,522.00",6/30/2030,,,0.00,131.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Duo C-M-3 Bed-Typical,Apartment,D2A7-06-0512-M,"ج.م.‏​11,614,000.00","ج.م.‏​3,459,564.00","ج.م.‏​15,073,564.00",6/30/2030,,,0.00,167.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Duo C-M-2 Bed-Typical,Apartment,D2A7-06-0521-M,"ج.م.‏​9,389,000.00","ج.م.‏​2,716,522.00","ج.م.‏​12,105,522.00",6/30/2030,,,0.00,131.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Duo C1-2 Bed-Garden,Apartment,D2A7-06-0602,"ج.م.‏​10,763,000.00","ج.م.‏​2,773,996.00","ج.م.‏​13,536,996.00",6/30/2030,,,0.00,134.66,0.00,0.00,0.00,0.00,0.00,63.20,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Duo C1-2 Bed-Typical,Apartment,D2A7-06-0621,"ج.م.‏​9,306,000.00","ج.م.‏​2,716,522.00","ج.م.‏​12,022,522.00",6/30/2030,,,0.00,131.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Duo C1-3 Bed-Typical,Apartment,D2A7-06-0622,"ج.م.‏​11,614,000.00","ج.م.‏​3,459,564.00","ج.م.‏​15,073,564.00",6/30/2030,,,0.00,167.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Duo C1-2 Bed-Typical,Apartment,D2A7-06-0631,"ج.م.‏​9,306,000.00","ج.م.‏​2,716,522.00","ج.م.‏​12,022,522.00",6/30/2030,,,0.00,131.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Duo C1-2 Bed-Typical,Apartment,D2A7-06-0641,"ج.م.‏​9,306,000.00","ج.م.‏​2,716,522.00","ج.م.‏​12,022,522.00",6/30/2030,,,0.00,131.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Duo C1-3 Bed-Typical,Apartment,D2A7-06-0642,"ج.م.‏​11,614,000.00","ج.م.‏​3,459,564.00","ج.م.‏​15,073,564.00",6/30/2030,,,0.00,167.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Badya,Badya-District 2,Badya-Duo C1-2 Bed-Penthouse,Apartment,D2A7-06-0652,"ج.م.‏​9,943,000.00","ج.م.‏​2,912,366.20","ج.م.‏​12,855,366.20",6/30/2030,,,0.00,135.02,0.00,0.00,0.00,0.00,21.19,0.00,0.00,0.00,0.00,0.00,FFAI-BD-D2A7,"ج.م.‏​320,000.00",,
Hacienda Blue,HBLU-Phase 1,HBLU-Water Villa B,Villa,HBLU-VLB-331,"ج.م.‏​67,012,000.00",ج.م.‏​0.00,"ج.م.‏​67,012,000.00",6/30/2030,,,420.50,278.00,0.00,0.00,46.00,10.50,78.00,0.00,0.00,0.00,0.00,0.00,VL-FFI-D,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Water TH1-Middle,Town House,HBLU-TH1-345-02,"ج.م.‏​34,499,000.00",ج.م.‏​0.00,"ج.م.‏​34,499,000.00",6/30/2030,,,187.00,196.00,0.00,0.00,38.00,9.50,45.50,0.00,0.00,5.50,0.00,0.00,TH-FFI-D,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Water TH1-Middle,Town House,HBLU-TH1-345-03,"ج.م.‏​34,499,000.00",ج.م.‏​0.00,"ج.م.‏​34,499,000.00",6/30/2030,,,187.00,196.00,0.00,0.00,38.00,9.50,45.50,0.00,0.00,5.50,0.00,0.00,TH-FFI-D,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Water TH2-Middle,Town House,HBLU-TH2-347-02,"ج.م.‏​34,347,000.00",ج.م.‏​0.00,"ج.م.‏​34,347,000.00",6/30/2030,,,187.00,196.00,0.00,0.00,38.00,9.50,45.50,0.00,0.00,5.50,0.00,0.00,TH-FFI-D,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Water TH2-Middle,Town House,HBLU-TH2-347-03,"ج.م.‏​34,347,000.00",ج.م.‏​0.00,"ج.م.‏​34,347,000.00",6/30/2030,,,187.00,196.00,0.00,0.00,38.00,9.50,45.50,0.00,0.00,5.50,0.00,0.00,TH-FFI-D,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Water TH1-Middle,Town House,HBLU-TH1-346-02,"ج.م.‏​34,499,000.00",ج.م.‏​0.00,"ج.م.‏​34,499,000.00",6/30/2030,,,187.00,196.00,0.00,0.00,38.00,9.50,45.50,0.00,0.00,5.50,0.00,0.00,TH-FFI-D,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Water TH1-Middle,Town House,HBLU-TH1-346-03,"ج.م.‏​34,499,000.00",ج.م.‏​0.00,"ج.م.‏​34,499,000.00",6/30/2030,,,187.00,196.00,0.00,0.00,38.00,9.50,45.50,0.00,0.00,5.50,0.00,0.00,TH-FFI-D,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Water TH1-Middle,Town House,HBLU-TH1-346-04,"ج.م.‏​34,499,000.00",ج.م.‏​0.00,"ج.م.‏​34,499,000.00",6/30/2030,,,187.00,196.00,0.00,0.00,38.00,9.50,45.50,0.00,0.00,5.50,0.00,0.00,TH-FFI-D,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Water TH1-Middle,Town House,HBLU-TH1-346-05,"ج.م.‏​34,499,000.00",ج.م.‏​0.00,"ج.م.‏​34,499,000.00",6/30/2030,,,187.00,196.00,0.00,0.00,38.00,9.50,45.50,0.00,0.00,5.50,0.00,0.00,TH-FFI-D,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Water Senior Chalet-First,Chalet,HBLU-SCH-304AF,"ج.م.‏​26,713,000.00",ج.م.‏​0.00,"ج.م.‏​26,713,000.00",6/30/2030,,,0.00,154.50,0.00,0.00,41.00,9.00,95.50,0.00,0.00,0.00,0.00,0.00,CH-FFI,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Water Senior Chalet-First,Chalet,HBLU-SCH-304BF,"ج.م.‏​26,713,000.00",ج.م.‏​0.00,"ج.م.‏​26,713,000.00",6/30/2030,,,0.00,154.50,0.00,0.00,41.00,9.00,95.50,0.00,0.00,0.00,0.00,0.00,CH-FFI,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Water Senior Chalet-Ground,Chalet,HBLU-SCH-304BG,"ج.م.‏​29,084,000.00",ج.م.‏​0.00,"ج.م.‏​29,084,000.00",6/30/2030,,,0.00,164.00,0.00,0.00,0.00,0.00,0.00,209.50,0.00,0.00,0.00,0.00,CH-FFI,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Water Senior Chalet-First,Chalet,HBLU-SCH-305AF,"ج.م.‏​27,212,000.00",ج.م.‏​0.00,"ج.م.‏​27,212,000.00",6/30/2030,,,0.00,154.50,0.00,0.00,41.00,9.00,95.50,0.00,0.00,0.00,0.00,0.00,CH-FFI,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Water Senior Chalet-First,Chalet,HBLU-SCH-313AF,"ج.م.‏​26,713,000.00",ج.م.‏​0.00,"ج.م.‏​26,713,000.00",6/30/2030,,,0.00,154.50,0.00,0.00,41.00,9.00,95.50,0.00,0.00,0.00,0.00,0.00,CH-FFI,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Water Senior Chalet-First,Chalet,HBLU-SCH-401AF,"ج.م.‏​27,212,000.00",ج.م.‏​0.00,"ج.م.‏​27,212,000.00",6/30/2030,,,0.00,154.50,0.00,0.00,41.00,9.00,95.50,0.00,0.00,0.00,0.00,0.00,CH-FFI,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Water Senior Chalet-First,Chalet,HBLU-SCH-401BF,"ج.م.‏​27,212,000.00",ج.م.‏​0.00,"ج.م.‏​27,212,000.00",6/30/2030,,,0.00,154.50,0.00,0.00,41.00,9.00,95.50,0.00,0.00,0.00,0.00,0.00,CH-FFI,ج.م.‏​0.00,,
Hacienda Blue,HBLU-Phase 1,HBLU-Water Senior Chalet-First,Chalet,HBLU-SCH-402AF,"ج.م.‏​27,212,000.00",ج.م.‏​0.00,"ج.م.‏​27,212,000.00",6/30/2030,,,0.00,154.50,0.00,0.00,41.00,9.00,95.50,0.00,0.00,0.00,0.00,0.00,CH-FFI,ج.م.‏​0.00,,
